Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg
 Ilima Macfarlane Record: 6-0-0,"Height:5' 4""",Weight:125 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:4.13,Str. Acc.:43%,SApM:2.93,Str. Def:65%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:1.0,"
"
 Valesca Machado Record: 8-2-0 (1 NC),"Height:5' 4""",Weight:115 lbs.,Reach:--,STANCE:  ,"DOB:May 06, 1996  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Lyoto Machida Record: 24-8-0,"Height:6' 1""",Weight:185 lbs.,"Reach:74""",STANCE:Southpaw,"DOB:May 30, 1978  ",SLpM:2.59,Str. Acc.:53%,SApM:1.57,Str. Def:61%,,TD Avg.:1.21,TD Acc.:65%,TD Def.:75%,Sub. Avg.:0.4,"
"
 War Machine Record: 14-5-0,"Height:5' 11""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Nov 30, 1981  ",SLpM:2.32,Str. Acc.:60%,SApM:3.17,Str. Def:43%,,TD Avg.:1.16,TD Acc.:50%,TD Def.:40%,Sub. Avg.:0.0,"
"
 Anthony Macias Record: 26-18-0,"Height:5' 9""",Weight:185 lbs.,Reach:--,STANCE:Switch,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Pauline Macias Record: 4-1-0,"Height:5' 4""",Weight:115 lbs.,"Reach:64""",STANCE:Southpaw,"DOB:Jun 27, 1988  ",SLpM:0.80,Str. Acc.:29%,SApM:4.60,Str. Def:42%,,TD Avg.:2.00,TD Acc.:18%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Reza Madadi Record: 14-6-0,"Height:5' 11""",Weight:155 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Jun 20, 1978  ",SLpM:2.51,Str. Acc.:46%,SApM:3.31,Str. Def:66%,,TD Avg.:3.17,TD Acc.:33%,TD Def.:89%,Sub. Avg.:0.5,"
"
 Don Madge Record: 9-3-1,"Height:6' 0""",Weight:155 lbs.,"Reach:72""",STANCE:Southpaw,"DOB:Nov 12, 1990  ",SLpM:2.08,Str. Acc.:52%,SApM:0.74,Str. Def:67%,,TD Avg.:2.22,TD Acc.:25%,TD Def.:80%,Sub. Avg.:0.7,"
"
 Ryan Madigan Record: 5-3-0,"Height:6' 0""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:3.35,Str. Def:47%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jon Madsen Record: 8-2-0,"Height:6' 0""",Weight:240 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Feb 12, 1980  ",SLpM:2.46,Str. Acc.:41%,SApM:1.18,Str. Def:81%,,TD Avg.:1.32,TD Acc.:71%,TD Def.:70%,Sub. Avg.:0.0,"
"
 Mark Madsen Record: 11-0-0,"Height:5' 8""",Weight:155 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Sep 23, 1984  ",SLpM:4.33,Str. Acc.:48%,SApM:3.62,Str. Def:60%,,TD Avg.:4.33,TD Acc.:60%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Yoshiro Maeda Record: 35-16-5,"Height:5' 7""",Weight:139 lbs.,"Reach:68""",STANCE:Southpaw,"DOB:Oct 31, 1981  ",SLpM:2.36,Str. Acc.:33%,SApM:2.55,Str. Def:63%,,TD Avg.:2.93,TD Acc.:51%,TD Def.:50%,Sub. Avg.:0.7,"
"
 Leonardo Mafra Record: 13-4-0,"Height:5' 10""",Weight:155 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Apr 25, 1989  ",SLpM:4.55,Str. Acc.:48%,SApM:4.38,Str. Def:43%,,TD Avg.:2.12,TD Acc.:83%,TD Def.:69%,Sub. Avg.:0.4,"
"
 Vinny Magalhaes Record: 14-9-0 (1 NC),"Height:6' 3""",Weight:205 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Jul 02, 1984  ",SLpM:2.14,Str. Acc.:24%,SApM:3.97,Str. Def:68%,,TD Avg.:1.55,TD Acc.:44%,TD Def.:66%,Sub. Avg.:0.8,"
"
 Vinicius Magalhaes Record: 2-1-0,Height:--,Weight:145 lbs.,Reach:--,STANCE:  ,"DOB:Jul 30, 1971  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Caio Magalhaes Record: 10-3-0,"Height:6' 1""",Weight:185 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Dec 14, 1987  ",SLpM:2.27,Str. Acc.:40%,SApM:2.78,Str. Def:56%,,TD Avg.:1.05,TD Acc.:15%,TD Def.:58%,Sub. Avg.:1.6,"
"
 Bernardo Magalhaes Record: 13-4-0,"Height:5' 9""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:Apr 08, 1981  ",SLpM:1.80,Str. Acc.:27%,SApM:3.37,Str. Def:68%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.5,"
"
 Eric Magana Record: 1-1-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Brandon Magana Record: 6-2-0,Height:--,Weight:170 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Angela Magana Record: 11-9-0,"Height:5' 1""",Weight:115 lbs.,"Reach:65""",STANCE:Orthodox,"DOB:Aug 02, 1983  ",SLpM:1.53,Str. Acc.:28%,SApM:4.92,Str. Def:42%,,TD Avg.:0.40,TD Acc.:25%,TD Def.:28%,Sub. Avg.:0.4,"
"
 Neil Magny Record: 25-9-0,"Height:6' 3""",Weight:170 lbs.,"Reach:80""",STANCE:Orthodox,"DOB:Aug 03, 1987  ",SLpM:3.67,Str. Acc.:46%,SApM:2.06,Str. Def:56%,,TD Avg.:2.44,TD Acc.:42%,TD Def.:57%,Sub. Avg.:0.3,"
"
 Ibragim Magomedov Record: 22-8-1,"Height:6' 0""",Weight:250 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.26,Str. Acc.:4%,SApM:3.86,Str. Def:42%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Rashid Magomedov Record: 20-2-0,"Height:5' 9""",Weight:155 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Nov 29, 1984  ",SLpM:4.40,Str. Acc.:49%,SApM:3.05,Str. Def:54%,,TD Avg.:0.67,TD Acc.:57%,TD Def.:89%,Sub. Avg.:0.2,"
"
 Ruslan Magomedov Record: 14-1-0,"Height:6' 3""",Weight:242 lbs.,"Reach:78""",STANCE:Orthodox,"DOB:Nov 26, 1986  ",SLpM:4.02,Str. Acc.:47%,SApM:1.47,Str. Def:66%,,TD Avg.:0.33,TD Acc.:100%,TD Def.:88%,Sub. Avg.:0.0,"
"
 Abus Magomedov Record: 24-4-1,"Height:6' 2""",Weight:185 lbs.,Reach:--,STANCE:  ,"DOB:Sep 02, 1990  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Zabit Magomedsharipov Record: 18-1-0,"Height:6' 1""",Weight:145 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Mar 01, 1991  ",SLpM:4.89,Str. Acc.:48%,SApM:3.00,Str. Def:64%,,TD Avg.:5.22,TD Acc.:56%,TD Def.:77%,Sub. Avg.:0.8,"
"
 John Maguire Record: 24-9-0,"Height:5' 9""",Weight:155 lbs.,"Reach:69""",STANCE:Southpaw,"DOB:May 19, 1983  ",SLpM:1.41,Str. Acc.:41%,SApM:2.44,Str. Def:65%,,TD Avg.:2.80,TD Acc.:46%,TD Def.:77%,Sub. Avg.:1.1,"
"
 Lolohea Mahe Record: 10-4-1,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:1.71,Str. Acc.:29%,SApM:6.92,Str. Def:40%,,TD Avg.:2.44,TD Acc.:40%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Michelle Maher Record: 1-2-0,Height:--,Weight:145 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Maheshate Maheshate Record: 5-1-0,Height:--,Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Bill Mahood Record: 20-7-1 (1 NC),"Height:6' 3""",Weight:200 lbs.,Reach:--,STANCE:Orthodox,"DOB:Feb 01, 1967  ",SLpM:1.54,Str. Acc.:85%,SApM:3.59,Str. Def:17%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:3.9,"
"
 Klayton Mai Record: 8-3-0,"Height:5' 9""",Weight:125 lbs.,Reach:--,STANCE:  ,"DOB:Nov 30, 1986  ",SLpM:1.53,Str. Acc.:42%,SApM:1.02,Str. Def:63%,,TD Avg.:3.83,TD Acc.:100%,TD Def.:0%,Sub. Avg.:7.7,"
"
 Demian Maia Record: 28-11-0,"Height:6' 1""",Weight:170 lbs.,"Reach:72""",STANCE:Southpaw,"DOB:Nov 06, 1977  ",SLpM:1.80,Str. Acc.:43%,SApM:2.07,Str. Def:63%,,TD Avg.:2.49,TD Acc.:24%,TD Def.:61%,Sub. Avg.:1.0,"
"
 Jennifer Maia Record: 19-7-1,"Height:5' 4""",Weight:125 lbs.,"Reach:64""",STANCE:Orthodox,"DOB:Oct 06, 1988  ",SLpM:3.80,Str. Acc.:38%,SApM:3.97,Str. Def:55%,,TD Avg.:0.29,TD Acc.:50%,TD Def.:53%,Sub. Avg.:0.1,"
"
 Levan Makashvili Record: 15-2-1,"Height:5' 8""",Weight:145 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Jan 07, 1989  ",SLpM:2.87,Str. Acc.:54%,SApM:2.07,Str. Def:61%,,TD Avg.:3.67,TD Acc.:42%,TD Def.:85%,Sub. Avg.:0.0,"
"
 John Makdessi Record: 18-7-0,"Height:5' 8""",Weight:155 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:May 03, 1985  ",SLpM:5.57,Str. Acc.:51%,SApM:4.02,Str. Def:69%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:89%,Sub. Avg.:0.0,"
"
 Islam Makhachev Record: 20-1-0,"Height:5' 10""",Weight:155 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:Oct 27, 1991  ",SLpM:2.24,Str. Acc.:58%,SApM:0.77,Str. Def:70%,,TD Avg.:3.31,TD Acc.:65%,TD Def.:88%,Sub. Avg.:1.0,"
"
 Aliev Makhmud Record: 0-1-0,"Height:5' 6""",Weight:195 lbs.,Reach:--,STANCE:Southpaw,"DOB:Feb 13, 1970  ",SLpM:1.12,Str. Acc.:30%,SApM:2.24,Str. Def:36%,,TD Avg.:2.10,TD Acc.:50%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Zach Makovsky Record: 20-8-0,"Height:5' 4""",Weight:125 lbs.,"Reach:64""",STANCE:Southpaw,"DOB:Apr 19, 1983  ",SLpM:1.94,Str. Acc.:43%,SApM:2.24,Str. Def:62%,,TD Avg.:3.71,TD Acc.:30%,TD Def.:56%,Sub. Avg.:0.3,"
"
 Jeremy Malaterre Record: 4-2-0,"Height:5' 11""",Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Fabio Maldonado Record: 23-11-0,"Height:6' 1""",Weight:205 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Mar 17, 1980  ",SLpM:5.29,Str. Acc.:58%,SApM:4.31,Str. Def:53%,,TD Avg.:0.44,TD Acc.:57%,TD Def.:61%,Sub. Avg.:0.6,"
"
 Marvin Maldonado Record: 2-4-0 (1 NC),"Height:5' 6""",Weight:135 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.87,Str. Acc.:56%,SApM:3.47,Str. Def:43%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:20%,Sub. Avg.:0.0,"
"
 Bea Malecki Record: 4-1-0,"Height:5' 9""",Weight:135 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Aug 23, 1991  ",SLpM:6.84,Str. Acc.:46%,SApM:6.96,Str. Def:62%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:78%,Sub. Avg.:1.1,"
"
 Nazareno Malegarie Record: 28-4-0,"Height:5' 8""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:May 16, 1986  ",SLpM:3.87,Str. Acc.:34%,SApM:3.27,Str. Def:69%,,TD Avg.:1.00,TD Acc.:33%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Carl Malenko Record: 6-4-0,"Height:5' 11""",Weight:200 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jacob Malkoun Record: 5-1-0,"Height:5' 9""",Weight:185 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Aug 26, 1995  ",SLpM:1.76,Str. Acc.:47%,SApM:1.83,Str. Def:51%,,TD Avg.:7.84,TD Acc.:33%,TD Def.:0%,Sub. Avg.:2.0,"
"
 Mike Malott Record: 5-1-1,"Height:6' 0""",Weight:145 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:4.53,Str. Acc.:36%,SApM:4.53,Str. Def:51%,,TD Avg.:2.00,TD Acc.:33%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Troy Mandaloniz Record: 3-2-0,"Height:5' 9""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Feb 01, 1980  ",SLpM:3.52,Str. Acc.:56%,SApM:4.71,Str. Def:63%,,TD Avg.:3.10,TD Acc.:66%,TD Def.:57%,Sub. Avg.:0.0,"
"
 Nate Maness Record: 13-1-0,"Height:5' 10""",Weight:135 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Jun 27, 1991  ",SLpM:2.40,Str. Acc.:45%,SApM:4.63,Str. Def:45%,,TD Avg.:1.33,TD Acc.:66%,TD Def.:88%,Sub. Avg.:0.7,"
"
 Michael Mangan Record: 0-3-0,Height:--,Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:1.94,Str. Acc.:33%,SApM:4.52,Str. Def:46%,,TD Avg.:19.35,TD Acc.:50%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Gary Mangat Record: 15-3-0,"Height:5' 7""",Weight:135 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Melvin Manhoef Record: 30-14-1 (2 NC),"Height:5' 9""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 11, 1976  ",SLpM:3.52,Str. Acc.:48%,SApM:2.64,Str. Def:51%,,TD Avg.:0.33,TD Acc.:25%,TD Def.:78%,Sub. Avg.:0.0,"
"
 Melchor Manibusan Record: 2-4-0,"Height:5' 5""",Weight:154 lbs.,Reach:--,STANCE:Southpaw,"DOB:Dec 27, 1976  ",SLpM:1.58,Str. Acc.:54%,SApM:5.79,Str. Def:15%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jon Manley Record: 9-4-0,"Height:6' 1""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jul 07, 1986  ",SLpM:1.13,Str. Acc.:20%,SApM:4.33,Str. Def:45%,,TD Avg.:1.00,TD Acc.:7%,TD Def.:20%,Sub. Avg.:0.0,"
"
 Steve Mann Record: 12-5-0,"Height:6' 1""",Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:3.18,Str. Acc.:70%,SApM:0.66,Str. Def:57%,,TD Avg.:1.64,TD Acc.:100%,TD Def.:60%,Sub. Avg.:0.0,"
"
 Chris Manuel Record: 9-7-2,"Height:5' 9""",Weight:135 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jul 21, 1987  ",SLpM:2.53,Str. Acc.:40%,SApM:2.67,Str. Def:66%,,TD Avg.:1.00,TD Acc.:20%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Jimi Manuwa Record: 17-6-0,"Height:6' 1""",Weight:205 lbs.,"Reach:79""",STANCE:Orthodox,"DOB:Feb 18, 1980  ",SLpM:3.43,Str. Acc.:54%,SApM:3.97,Str. Def:49%,,TD Avg.:0.53,TD Acc.:18%,TD Def.:70%,Sub. Avg.:0.4,"
"
 Cristiano Marcello Record: 13-6-0,"Height:5' 9""",Weight:155 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Dec 03, 1977  ",SLpM:2.56,Str. Acc.:33%,SApM:3.61,Str. Def:58%,,TD Avg.:0.44,TD Acc.:11%,TD Def.:20%,Sub. Avg.:0.9,"
"
 Jose Maria Record: 37-7-0 (2 NC),"Height:5' 5""",Weight:125 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jan 04, 1982  ",SLpM:3.20,Str. Acc.:53%,SApM:3.98,Str. Def:52%,,TD Avg.:2.32,TD Acc.:27%,TD Def.:33%,Sub. Avg.:2.3,"
"
 Marcos Mariano Record: 6-6-0,"Height:6' 1""",Weight:155 lbs.,"Reach:76""",STANCE:Switch,"DOB:Oct 12, 1986  ",SLpM:0.25,Str. Acc.:27%,SApM:2.11,Str. Def:43%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:28%,Sub. Avg.:0.0,"
"
 Enrique Marin Record: 10-4-0,"Height:5' 10""",Weight:170 lbs.,Reach:--,STANCE:  ,"DOB:Sep 02, 1986  ",SLpM:1.43,Str. Acc.:33%,SApM:3.00,Str. Def:50%,,TD Avg.:2.50,TD Acc.:38%,TD Def.:60%,Sub. Avg.:1.0,"
"
 Ronny Markes Record: 17-5-0,"Height:6' 1""",Weight:185 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Apr 21, 1988  ",SLpM:2.17,Str. Acc.:53%,SApM:2.43,Str. Def:45%,,TD Avg.:3.13,TD Acc.:40%,TD Def.:100%,Sub. Avg.:0.5,"
"
 Rory Markham Record: 17-6-0,"Height:6' 0""",Weight:170 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Mar 25, 1982  ",SLpM:1.98,Str. Acc.:21%,SApM:10.27,Str. Def:45%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Randa Markos Record: 10-12-1,"Height:5' 4""",Weight:115 lbs.,"Reach:63""",STANCE:Orthodox,"DOB:Aug 10, 1985  ",SLpM:2.87,Str. Acc.:42%,SApM:3.27,Str. Def:58%,,TD Avg.:1.20,TD Acc.:28%,TD Def.:52%,Sub. Avg.:0.2,"
"
 Christina Marks Record: 8-9-0,"Height:5' 7""",Weight:125 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Nov 08, 1985  ",SLpM:5.00,Str. Acc.:58%,SApM:3.00,Str. Def:64%,,TD Avg.:7.50,TD Acc.:100%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Nate Marquardt Record: 35-19-2,"Height:6' 0""",Weight:185 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Apr 20, 1979  ",SLpM:2.71,Str. Acc.:49%,SApM:2.32,Str. Def:55%,,TD Avg.:1.87,TD Acc.:51%,TD Def.:70%,Sub. Avg.:0.8,"
"
 Danilo Marques Record: 11-3-0,"Height:6' 6""",Weight:205 lbs.,"Reach:77""",STANCE:Orthodox,"DOB:Dec 26, 1985  ",SLpM:1.56,Str. Acc.:79%,SApM:1.88,Str. Def:56%,,TD Avg.:4.26,TD Acc.:28%,TD Def.:0%,Sub. Avg.:0.8,"
"
 Julian Marquez Record: 9-2-0,"Height:6' 2""",Weight:185 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:May 08, 1990  ",SLpM:4.20,Str. Acc.:45%,SApM:3.13,Str. Def:55%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:53%,Sub. Avg.:3.2,"
"
 Carmelo Marrero Record: 16-6-0 (1 NC),"Height:6' 0""",Weight:205 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Jan 26, 1981  ",SLpM:0.84,Str. Acc.:34%,SApM:2.04,Str. Def:54%,,TD Avg.:3.21,TD Acc.:36%,TD Def.:36%,Sub. Avg.:0.9,"
"
 Cesar Marscucci Record: 3-2-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 John Marsh Record: 8-7-0,"Height:6' 0""",Weight:265 lbs.,Reach:--,STANCE:Orthodox,"DOB:Sep 15, 1970  ",SLpM:0.83,Str. Acc.:42%,SApM:2.23,Str. Def:40%,,TD Avg.:0.43,TD Acc.:100%,TD Def.:54%,Sub. Avg.:0.4,"
"
 CJ Marsh Record: 5-7-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Eliot Marshall Record: 10-4-0,"Height:6' 2""",Weight:205 lbs.,"Reach:77""",STANCE:Orthodox,"DOB:Jul 07, 1980  ",SLpM:1.93,Str. Acc.:27%,SApM:2.39,Str. Def:67%,,TD Avg.:0.47,TD Acc.:33%,TD Def.:79%,Sub. Avg.:0.9,"
"
 Doug Marshall Record: 18-8-0,"Height:5' 10""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,"DOB:Sep 09, 1975  ",SLpM:6.99,Str. Acc.:46%,SApM:4.02,Str. Def:60%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:66%,Sub. Avg.:2.4,"
"
 David Marshall Record: 8-4-0,"Height:6' 2""",Weight:170 lbs.,Reach:--,STANCE:  ,"DOB:Aug 24, 1984  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jack Marshman Record: 23-10-0,"Height:6' 0""",Weight:185 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Dec 19, 1989  ",SLpM:2.74,Str. Acc.:25%,SApM:4.19,Str. Def:56%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:20%,Sub. Avg.:0.0,"
"
 Terry Martin Record: 23-11-0,"Height:5' 8""",Weight:185 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Oct 10, 1980  ",SLpM:2.82,Str. Acc.:43%,SApM:3.13,Str. Def:54%,,TD Avg.:3.10,TD Acc.:42%,TD Def.:92%,Sub. Avg.:0.0,"
"
 Eric Martin Record: 0-1-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Justin Martin Record: 4-3-0,"Height:6' 0""",Weight:185 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Dave Martin Record: 0-2-0,"Height:6' 0""",Weight:205 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Joe Martin Record: 6-8-0,"Height:5' 9""",Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.73,Str. Acc.:40%,SApM:2.40,Str. Def:45%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:16%,Sub. Avg.:0.0,"
"
 Anthony Rocco Martin Record: 17-6-0,"Height:6' 0""",Weight:170 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Dec 11, 1989  ",SLpM:2.68,Str. Acc.:37%,SApM:2.59,Str. Def:58%,,TD Avg.:0.71,TD Acc.:27%,TD Def.:68%,Sub. Avg.:1.0,"
"
 Mallory Martin Record: 7-4-0,"Height:5' 4""",Weight:115 lbs.,"Reach:63""",STANCE:Orthodox,"DOB:Jan 29, 1994  ",SLpM:3.99,Str. Acc.:59%,SApM:5.53,Str. Def:58%,,TD Avg.:3.37,TD Acc.:63%,TD Def.:25%,Sub. Avg.:0.5,"
"
 Michal Martinek Record: 7-1-0,"Height:6' 2""",Weight:230 lbs.,Reach:--,STANCE:Southpaw,"DOB:Apr 19, 1990  ",SLpM:2.45,Str. Acc.:53%,SApM:4.29,Str. Def:51%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Rainy Martinez Record: 0-2-0,"Height:6' 0""",Weight:199 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Danny Martinez Record: 21-8-0,"Height:5' 6""",Weight:125 lbs.,"Reach:67""",STANCE:Orthodox,"DOB:Jun 14, 1985  ",SLpM:2.73,Str. Acc.:28%,SApM:3.77,Str. Def:63%,,TD Avg.:3.00,TD Acc.:45%,TD Def.:36%,Sub. Avg.:0.0,"
"
 Alonzo Martinez Record: 42-20-1,"Height:5' 10""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Apr 22, 1984  ",SLpM:3.07,Str. Acc.:27%,SApM:7.33,Str. Def:52%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Henry Martinez Record: 9-4-0,"Height:5' 7""",Weight:155 lbs.,"Reach:69""",STANCE:Southpaw,"DOB:Aug 07, 1983  ",SLpM:2.79,Str. Acc.:25%,SApM:4.01,Str. Def:60%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:80%,Sub. Avg.:0.0,"
"
 Jonathan Martinez Record: 13-4-0,"Height:5' 8""",Weight:135 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:Apr 20, 1994  ",SLpM:4.27,Str. Acc.:46%,SApM:3.81,Str. Def:58%,,TD Avg.:0.48,TD Acc.:37%,TD Def.:63%,Sub. Avg.:0.0,"
"
